2023-01-15T15:57:20,940 [INFO ] main org.pytorch.serve.servingsdk.impl.PluginsManager -  Loading snapshot serializer plugin...
2023-01-15T15:57:20,940 [INFO ] main org.pytorch.serve.servingsdk.impl.PluginsManager -  Loading snapshot serializer plugin...
2023-01-15T15:57:20,987 [INFO ] main org.pytorch.serve.servingsdk.impl.PluginsManager - Initializing plugins manager...
2023-01-15T15:57:20,987 [INFO ] main org.pytorch.serve.servingsdk.impl.PluginsManager - Initializing plugins manager...
2023-01-15T15:57:21,411 [INFO ] main org.pytorch.serve.ModelServer - 
Torchserve version: 0.7.0
TS Home: /home/denisa/anaconda3/envs/my_environment/lib/python3.10/site-packages
Current directory: /home/denisa/MLOPS/final_ex
Temp directory: /tmp
Metrics config path: /home/denisa/anaconda3/envs/my_environment/lib/python3.10/site-packages/ts/configs/metrics.yaml
Number of GPUs: 0
Number of CPUs: 12
Max heap size: 1952 M
Python executable: /home/denisa/anaconda3/envs/my_environment/bin/python3.10
Config file: N/A
Inference address: http://127.0.0.1:8080
Management address: http://127.0.0.1:8081
Metrics address: http://127.0.0.1:8082
Model Store: /home/denisa/MLOPS/final_ex/model_store
Initial Models: N/A
Log dir: /home/denisa/MLOPS/final_ex/logs
Metrics dir: /home/denisa/MLOPS/final_ex/logs
Netty threads: 0
Netty client threads: 0
Default workers per model: 12
Blacklist Regex: N/A
Maximum Response Size: 6553500
Maximum Request Size: 6553500
Limit Maximum Image Pixels: true
Prefer direct buffer: false
Allowed Urls: [file://.*|http(s)?://.*]
Custom python dependency for model allowed: false
Metrics report format: prometheus
Enable metrics API: true
Workflow Store: /home/denisa/MLOPS/final_ex/model_store
Model config: N/A
2023-01-15T15:57:21,411 [INFO ] main org.pytorch.serve.ModelServer - 
Torchserve version: 0.7.0
TS Home: /home/denisa/anaconda3/envs/my_environment/lib/python3.10/site-packages
Current directory: /home/denisa/MLOPS/final_ex
Temp directory: /tmp
Metrics config path: /home/denisa/anaconda3/envs/my_environment/lib/python3.10/site-packages/ts/configs/metrics.yaml
Number of GPUs: 0
Number of CPUs: 12
Max heap size: 1952 M
Python executable: /home/denisa/anaconda3/envs/my_environment/bin/python3.10
Config file: N/A
Inference address: http://127.0.0.1:8080
Management address: http://127.0.0.1:8081
Metrics address: http://127.0.0.1:8082
Model Store: /home/denisa/MLOPS/final_ex/model_store
Initial Models: N/A
Log dir: /home/denisa/MLOPS/final_ex/logs
Metrics dir: /home/denisa/MLOPS/final_ex/logs
Netty threads: 0
Netty client threads: 0
Default workers per model: 12
Blacklist Regex: N/A
Maximum Response Size: 6553500
Maximum Request Size: 6553500
Limit Maximum Image Pixels: true
Prefer direct buffer: false
Allowed Urls: [file://.*|http(s)?://.*]
Custom python dependency for model allowed: false
Metrics report format: prometheus
Enable metrics API: true
Workflow Store: /home/denisa/MLOPS/final_ex/model_store
Model config: N/A
2023-01-15T15:57:21,620 [INFO ] main org.pytorch.serve.ModelServer - Initialize Inference server with: EpollServerSocketChannel.
2023-01-15T15:57:21,620 [INFO ] main org.pytorch.serve.ModelServer - Initialize Inference server with: EpollServerSocketChannel.
2023-01-15T15:57:21,786 [INFO ] main org.pytorch.serve.ModelServer - Inference API bind to: http://127.0.0.1:8080
2023-01-15T15:57:21,786 [INFO ] main org.pytorch.serve.ModelServer - Inference API bind to: http://127.0.0.1:8080
2023-01-15T15:57:21,787 [INFO ] main org.pytorch.serve.ModelServer - Initialize Management server with: EpollServerSocketChannel.
2023-01-15T15:57:21,787 [INFO ] main org.pytorch.serve.ModelServer - Initialize Management server with: EpollServerSocketChannel.
2023-01-15T15:57:21,788 [INFO ] main org.pytorch.serve.ModelServer - Management API bind to: http://127.0.0.1:8081
2023-01-15T15:57:21,788 [INFO ] main org.pytorch.serve.ModelServer - Management API bind to: http://127.0.0.1:8081
2023-01-15T15:57:21,788 [INFO ] main org.pytorch.serve.ModelServer - Initialize Metrics server with: EpollServerSocketChannel.
2023-01-15T15:57:21,788 [INFO ] main org.pytorch.serve.ModelServer - Initialize Metrics server with: EpollServerSocketChannel.
2023-01-15T15:57:21,789 [INFO ] main org.pytorch.serve.ModelServer - Metrics API bind to: http://127.0.0.1:8082
2023-01-15T15:57:21,789 [INFO ] main org.pytorch.serve.ModelServer - Metrics API bind to: http://127.0.0.1:8082
2023-01-15T16:12:22,604 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3790.07421875|#Level:Host|#hostname:denisa-vm,timestamp:1673795542
2023-01-15T16:12:22,604 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:61.3|#Level:Host|#hostname:denisa-vm,timestamp:1673795542
2023-01-15T16:13:22,608 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795602
2023-01-15T16:13:22,608 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.569015502929688|#Level:Host|#hostname:denisa-vm,timestamp:1673795602
2023-01-15T16:13:22,608 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.89621353149414|#Level:Host|#hostname:denisa-vm,timestamp:1673795602
2023-01-15T16:13:22,608 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795602
2023-01-15T16:13:22,608 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:3021.171875|#Level:Host|#hostname:denisa-vm,timestamp:1673795602
2023-01-15T16:13:22,609 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3796.90234375|#Level:Host|#hostname:denisa-vm,timestamp:1673795602
2023-01-15T16:13:22,609 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:61.3|#Level:Host|#hostname:denisa-vm,timestamp:1673795602
2023-01-15T16:14:22,602 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:33.3|#Level:Host|#hostname:denisa-vm,timestamp:1673795662
2023-01-15T16:14:22,602 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.568466186523438|#Level:Host|#hostname:denisa-vm,timestamp:1673795662
2023-01-15T16:14:22,602 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.89676284790039|#Level:Host|#hostname:denisa-vm,timestamp:1673795662
2023-01-15T16:14:22,602 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795662
2023-01-15T16:14:22,602 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:3022.015625|#Level:Host|#hostname:denisa-vm,timestamp:1673795662
2023-01-15T16:14:22,603 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3796.0078125|#Level:Host|#hostname:denisa-vm,timestamp:1673795662
2023-01-15T16:14:22,603 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:61.3|#Level:Host|#hostname:denisa-vm,timestamp:1673795662
2023-01-15T16:15:22,604 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795722
2023-01-15T16:15:22,604 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.567821502685547|#Level:Host|#hostname:denisa-vm,timestamp:1673795722
2023-01-15T16:15:22,605 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.89740753173828|#Level:Host|#hostname:denisa-vm,timestamp:1673795722
2023-01-15T16:15:22,605 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795722
2023-01-15T16:15:22,605 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:3021.984375|#Level:Host|#hostname:denisa-vm,timestamp:1673795722
2023-01-15T16:15:22,605 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3796.03515625|#Level:Host|#hostname:denisa-vm,timestamp:1673795722
2023-01-15T16:15:22,605 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:61.3|#Level:Host|#hostname:denisa-vm,timestamp:1673795722
2023-01-15T16:16:22,546 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795782
2023-01-15T16:16:22,546 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.567214965820312|#Level:Host|#hostname:denisa-vm,timestamp:1673795782
2023-01-15T16:16:22,546 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.898014068603516|#Level:Host|#hostname:denisa-vm,timestamp:1673795782
2023-01-15T16:16:22,546 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795782
2023-01-15T16:16:22,546 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:3032.296875|#Level:Host|#hostname:denisa-vm,timestamp:1673795782
2023-01-15T16:16:22,547 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3800.33984375|#Level:Host|#hostname:denisa-vm,timestamp:1673795782
2023-01-15T16:16:22,547 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:61.2|#Level:Host|#hostname:denisa-vm,timestamp:1673795782
2023-01-15T16:17:22,590 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795842
2023-01-15T16:17:22,590 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.566665649414062|#Level:Host|#hostname:denisa-vm,timestamp:1673795842
2023-01-15T16:17:22,591 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.898563385009766|#Level:Host|#hostname:denisa-vm,timestamp:1673795842
2023-01-15T16:17:22,591 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795842
2023-01-15T16:17:22,591 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:3040.8359375|#Level:Host|#hostname:denisa-vm,timestamp:1673795842
2023-01-15T16:17:22,591 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3794.05859375|#Level:Host|#hostname:denisa-vm,timestamp:1673795842
2023-01-15T16:17:22,591 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:61.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795842
2023-01-15T16:18:22,603 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795902
2023-01-15T16:18:22,603 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.566085815429688|#Level:Host|#hostname:denisa-vm,timestamp:1673795902
2023-01-15T16:18:22,603 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.89914321899414|#Level:Host|#hostname:denisa-vm,timestamp:1673795902
2023-01-15T16:18:22,603 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795902
2023-01-15T16:18:22,603 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2768.296875|#Level:Host|#hostname:denisa-vm,timestamp:1673795902
2023-01-15T16:18:22,604 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:4059.875|#Level:Host|#hostname:denisa-vm,timestamp:1673795902
2023-01-15T16:18:22,604 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:64.5|#Level:Host|#hostname:denisa-vm,timestamp:1673795902
2023-01-15T16:19:22,545 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795962
2023-01-15T16:19:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.565536499023438|#Level:Host|#hostname:denisa-vm,timestamp:1673795962
2023-01-15T16:19:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.89969253540039|#Level:Host|#hostname:denisa-vm,timestamp:1673795962
2023-01-15T16:19:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795962
2023-01-15T16:19:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2772.94140625|#Level:Host|#hostname:denisa-vm,timestamp:1673795962
2023-01-15T16:19:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:4013.55859375|#Level:Host|#hostname:denisa-vm,timestamp:1673795962
2023-01-15T16:19:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:64.5|#Level:Host|#hostname:denisa-vm,timestamp:1673795962
2023-01-15T16:20:22,546 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796022
2023-01-15T16:20:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.56497573852539|#Level:Host|#hostname:denisa-vm,timestamp:1673796022
2023-01-15T16:20:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.900253295898438|#Level:Host|#hostname:denisa-vm,timestamp:1673796022
2023-01-15T16:20:22,547 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796022
2023-01-15T16:20:22,547 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2845.73828125|#Level:Host|#hostname:denisa-vm,timestamp:1673796022
2023-01-15T16:20:22,547 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3928.04296875|#Level:Host|#hostname:denisa-vm,timestamp:1673796022
2023-01-15T16:20:22,547 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:63.5|#Level:Host|#hostname:denisa-vm,timestamp:1673796022
2023-01-15T16:21:22,588 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796082
2023-01-15T16:21:22,588 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.564380645751953|#Level:Host|#hostname:denisa-vm,timestamp:1673796082
2023-01-15T16:21:22,588 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.900848388671875|#Level:Host|#hostname:denisa-vm,timestamp:1673796082
2023-01-15T16:21:22,588 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796082
2023-01-15T16:21:22,588 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2843.171875|#Level:Host|#hostname:denisa-vm,timestamp:1673796082
2023-01-15T16:21:22,589 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3932.4453125|#Level:Host|#hostname:denisa-vm,timestamp:1673796082
2023-01-15T16:21:22,589 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:63.6|#Level:Host|#hostname:denisa-vm,timestamp:1673796082
2023-01-15T16:22:22,546 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796142
2023-01-15T16:22:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.563831329345703|#Level:Host|#hostname:denisa-vm,timestamp:1673796142
2023-01-15T16:22:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.901397705078125|#Level:Host|#hostname:denisa-vm,timestamp:1673796142
2023-01-15T16:22:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796142
2023-01-15T16:22:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2841.01953125|#Level:Host|#hostname:denisa-vm,timestamp:1673796142
2023-01-15T16:22:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3927.58984375|#Level:Host|#hostname:denisa-vm,timestamp:1673796142
2023-01-15T16:22:22,547 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:63.6|#Level:Host|#hostname:denisa-vm,timestamp:1673796142
2023-01-15T16:23:22,547 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796202
2023-01-15T16:23:22,547 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.563282012939453|#Level:Host|#hostname:denisa-vm,timestamp:1673796202
2023-01-15T16:23:22,547 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.901947021484375|#Level:Host|#hostname:denisa-vm,timestamp:1673796202
2023-01-15T16:23:22,548 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796202
2023-01-15T16:23:22,548 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2834.0703125|#Level:Host|#hostname:denisa-vm,timestamp:1673796202
2023-01-15T16:23:22,548 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3934.2421875|#Level:Host|#hostname:denisa-vm,timestamp:1673796202
2023-01-15T16:23:22,548 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:63.7|#Level:Host|#hostname:denisa-vm,timestamp:1673796202
2023-01-15T16:24:22,545 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796262
2023-01-15T16:24:22,545 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.562702178955078|#Level:Host|#hostname:denisa-vm,timestamp:1673796262
2023-01-15T16:24:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.90252685546875|#Level:Host|#hostname:denisa-vm,timestamp:1673796262
2023-01-15T16:24:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796262
2023-01-15T16:24:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2839.1796875|#Level:Host|#hostname:denisa-vm,timestamp:1673796262
2023-01-15T16:24:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3938.546875|#Level:Host|#hostname:denisa-vm,timestamp:1673796262
2023-01-15T16:24:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:63.6|#Level:Host|#hostname:denisa-vm,timestamp:1673796262
2023-01-15T16:25:22,547 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796322
2023-01-15T16:25:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.562152862548828|#Level:Host|#hostname:denisa-vm,timestamp:1673796322
2023-01-15T16:25:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.903076171875|#Level:Host|#hostname:denisa-vm,timestamp:1673796322
2023-01-15T16:25:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796322
2023-01-15T16:25:22,548 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:2834.44140625|#Level:Host|#hostname:denisa-vm,timestamp:1673796322
2023-01-15T16:25:22,548 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3941.4765625|#Level:Host|#hostname:denisa-vm,timestamp:1673796322
2023-01-15T16:25:22,548 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:63.7|#Level:Host|#hostname:denisa-vm,timestamp:1673796322
2023-01-15T16:26:22,546 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796382
2023-01-15T16:26:22,547 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.561603546142578|#Level:Host|#hostname:denisa-vm,timestamp:1673796382
2023-01-15T16:26:22,547 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.90362548828125|#Level:Host|#hostname:denisa-vm,timestamp:1673796382
2023-01-15T16:26:22,547 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796382
2023-01-15T16:26:22,547 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:2847.1640625|#Level:Host|#hostname:denisa-vm,timestamp:1673796382
2023-01-15T16:26:22,547 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3943.265625|#Level:Host|#hostname:denisa-vm,timestamp:1673796382
2023-01-15T16:26:22,547 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:63.5|#Level:Host|#hostname:denisa-vm,timestamp:1673796382
2023-01-15T16:27:22,584 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796442
2023-01-15T16:27:22,584 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.561054229736328|#Level:Host|#hostname:denisa-vm,timestamp:1673796442
2023-01-15T16:27:22,584 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.9041748046875|#Level:Host|#hostname:denisa-vm,timestamp:1673796442
2023-01-15T16:27:22,585 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796442
2023-01-15T16:27:22,585 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:2804.2265625|#Level:Host|#hostname:denisa-vm,timestamp:1673796442
2023-01-15T16:27:22,586 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3993.1953125|#Level:Host|#hostname:denisa-vm,timestamp:1673796442
2023-01-15T16:27:22,586 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:64.1|#Level:Host|#hostname:denisa-vm,timestamp:1673796442
2023-01-15T16:28:22,548 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796502
2023-01-15T16:28:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.560619354248047|#Level:Host|#hostname:denisa-vm,timestamp:1673796502
2023-01-15T16:28:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.90460968017578|#Level:Host|#hostname:denisa-vm,timestamp:1673796502
2023-01-15T16:28:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796502
2023-01-15T16:28:22,548 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:2826.26171875|#Level:Host|#hostname:denisa-vm,timestamp:1673796502
2023-01-15T16:28:22,549 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3976.8515625|#Level:Host|#hostname:denisa-vm,timestamp:1673796502
2023-01-15T16:28:22,549 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:63.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796502
2023-01-15T16:29:22,583 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796562
2023-01-15T16:29:22,583 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.560070037841797|#Level:Host|#hostname:denisa-vm,timestamp:1673796562
2023-01-15T16:29:22,583 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.90515899658203|#Level:Host|#hostname:denisa-vm,timestamp:1673796562
2023-01-15T16:29:22,583 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796562
2023-01-15T16:29:22,583 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2749.0390625|#Level:Host|#hostname:denisa-vm,timestamp:1673796562
2023-01-15T16:29:22,583 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:4013.61328125|#Level:Host|#hostname:denisa-vm,timestamp:1673796562
2023-01-15T16:29:22,583 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:64.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796562
2023-01-15T16:30:22,563 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796622
2023-01-15T16:30:22,563 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.559513092041016|#Level:Host|#hostname:denisa-vm,timestamp:1673796622
2023-01-15T16:30:22,563 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.905715942382812|#Level:Host|#hostname:denisa-vm,timestamp:1673796622
2023-01-15T16:30:22,563 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796622
2023-01-15T16:30:22,563 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2642.45703125|#Level:Host|#hostname:denisa-vm,timestamp:1673796622
2023-01-15T16:30:22,563 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:4132.7109375|#Level:Host|#hostname:denisa-vm,timestamp:1673796622
2023-01-15T16:30:22,563 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:66.2|#Level:Host|#hostname:denisa-vm,timestamp:1673796622
2023-01-15T16:31:22,545 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:25.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796682
2023-01-15T16:31:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.558902740478516|#Level:Host|#hostname:denisa-vm,timestamp:1673796682
2023-01-15T16:31:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.906326293945312|#Level:Host|#hostname:denisa-vm,timestamp:1673796682
2023-01-15T16:31:22,546 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673796682
2023-01-15T16:31:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:2655.53125|#Level:Host|#hostname:denisa-vm,timestamp:1673796682
2023-01-15T16:31:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:4122.55078125|#Level:Host|#hostname:denisa-vm,timestamp:1673796682
2023-01-15T16:31:22,546 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:66.0|#Level:Host|#hostname:denisa-vm,timestamp:1673796682
